Accident_Index,Accident Date,Day_of_Week,Junction_Control,Junction_Detail,Accident_Severity,Latitude,Light_Conditions,Local_Authority_(District),Carriageway_Hazards,Longitude,Number_of_Casualties,Number_of_Vehicles,Police_Force,Road_Surface_Conditions,Road_Type,Speed_limit,Time,Urban_or_Rural_Area,Weather_Conditions,Vehicle_Type
200901CP00018,2/3/2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.512406,Daylight,City of London,None,-0.095848,1,2,City of London,Wet or damp,One way street,30,8:25,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200901CP00019,2/6/2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.513347,Daylight,City of London,None,-0.081828,1,2,City of London,Wet or damp,Single carriageway,30,5:06,Urban,Fine no high winds,Car
200901CP00020,2/11/2021,Wednesday,Auto traffic signal,Crossroads,Slight,51.510749,Daylight,City of London,None,-0.104564,1,2,City of London,Dry,Dual carriageway,30,8:34,Urban,Fine no high winds,Taxi/Private hire car
200901CP00021,2/13/2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.517126,Daylight,City of London,None,-0.081958,1,1,City of London,Dry,Single carriageway,30,14:50,Urban,Fine no high winds,Car
200901CP00022,2/13/2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.513328,Darkness - lights lit,City of London,None,-0.086153,1,2,City of London,Dry,Single carriageway,30,18:15,Urban,Fine no high winds,Car
200901CP00023,2/16/2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.51704,Daylight,City of London,None,-0.087727,1,2,City of London,Dry,Single carriageway,30,12:33,Urban,Fine no high winds,Car
200901CP00024,2/18/2021,Wednesday,Give way or uncontrolled,Crossroads,Slight,51.517327,Daylight,City of London,None,-0.083247,1,1,City of London,Dry,Single carriageway,30,9:55,Urban,Fine no high winds,Car
200901CP00025,2/18/2021,Wednesday,Give way or uncontrolled,Roundabout,Slight,51.515128,Daylight,City of London,None,-0.09732,1,1,City of London,Dry,Roundabout,30,7:26,Urban,Fine no high winds,Motorcycle 125cc and under
200901CP00026,2/21/2021,Saturday,Data missing or out of range,Not at junction or within 20 metres,Serious,51.513529,Darkness - lights lit,City of London,None,-0.076488,1,1,City of London,Dry,Dual carriageway,30,3:41,Urban,Fine no high winds,Car
200901CP00027,1/30/2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.518279,Daylight,City of London,None,-0.103098,1,1,City of London,Dry,One way street,30,8:55,Urban,Fine no high winds,Car
200901CP00028,2/20/2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.514125,Darkness - lights lit,City of London,None,-0.107594,1,2,City of London,Dry,Single carriageway,30,17:50,Urban,Fine no high winds,Motorcycle over 500cc
200901CP00029,2/20/2021,Friday,Give way or uncontrolled,T or staggered junction,Serious,51.511501,Darkness - lights lit,City of London,None,-0.089976,1,2,City of London,Dry,Single carriageway,30,23:56,Urban,Fine no high winds,Motorcycle over 500cc
200901CP00030,2/22/2021,Sunday,Give way or uncontrolled,T or staggered junction,Slight,51.518703,Daylight,City of London,None,-0.079441,1,1,City of London,Dry,Single carriageway,30,15:17,Urban,Fine no high winds,Car
200901CP00031,2/24/2021,Tuesday,Give way or uncontrolled,Private drive or entrance,Slight,51.515191,Darkness - lights lit,City of London,None,-0.084633,1,1,City of London,Dry,Single carriageway,30,7:00,Urban,Fine no high winds,Motorcycle over 500cc
200901CP00032,2/20/2021,Friday,Auto traffic signal,Crossroads,Slight,51.510897,Daylight,City of London,None,-0.085967,1,2,City of London,Dry,Single carriageway,30,14:20,Urban,Fine no high winds,Motorcycle over 500cc
200901CP00033,2/24/2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.518532,Daylight,City of London,None,-0.102078,1,1,City of London,Wet or damp,One way street,30,12:00,Urban,Raining no high winds,Car
200901CP00034,2/25/2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.513257,Daylight,City of London,None,-0.098406,1,2,City of London,Dry,Single carriageway,30,10:03,Urban,Fine no high winds,Car
200901CP00035,2/24/2021,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.516293,Daylight,City of London,None,-0.102604,1,1,City of London,Wet or damp,Single carriageway,30,9:01,Urban,Other,Car
200901CP00036,2/26/2021,Thursday,Give way or uncontrolled,Private drive or entrance,Slight,51.515968,Darkness - lights lit,City of London,None,-0.104779,1,2,City of London,Wet or damp,Single carriageway,30,18:28,Urban,Raining no high winds,Car
200901CP00037,2/27/2021,Friday,Auto traffic signal,Crossroads,Slight,51.509771,Daylight,City of London,None,-0.088608,1,1,City of London,Dry,Dual carriageway,30,6:38,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200901CP00038,2/5/2021,Thursday,Give way or uncontrolled,Private drive or entrance,Slight,51.517213,Daylight,City of London,None,-0.08181,1,2,City of London,Dry,Single carriageway,30,14:00,Urban,Fine no high winds,Car
200901CP00039,3/1/2021,Sunday,Auto traffic signal,Roundabout,Slight,51.51754,Darkness - lights lit,City of London,None,-0.107453,2,2,City of London,Dry,Roundabout,30,3:12,Urban,Fine no high winds,Car
200901CP00040,4/24/2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Fatal,51.509631,Daylight,City of London,None,-0.085587,2,1,City of London,Dry,Single carriageway,30,13:23,Urban,Fine no high winds,Car
200901CP00041,3/4/2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.511079,Daylight,City of London,None,-0.07515,1,2,City of London,Wet or damp,Single carriageway,30,9:20,Urban,Fine no high winds,Motorcycle 125cc and under
200901CP00042,3/3/2021,Tuesday,Auto traffic signal,Crossroads,Slight,51.516343,Darkness - lights lit,City of London,None,-0.083576,1,2,City of London,Dry,Dual carriageway,30,19:38,Urban,Fine no high winds,Car
200901CP00043,3/3/2021,Tuesday,Auto traffic signal,Crossroads,Serious,51.514166,Daylight,City of London,None,-0.104566,1,2,City of London,Wet or damp,Single carriageway,30,14:20,Urban,Raining no high winds,Car
200901CP00044,3/3/2021,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.513167,Daylight,City of London,None,-0.087313,1,2,City of London,Wet or damp,Single carriageway,30,15:01,Urban,Fine no high winds,Car
200901CP00045,3/10/2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.514893,Daylight,City of London,None,-0.082916,1,2,City of London,Wet or damp,Single carriageway,30,12:45,Urban,Fine no high winds,Car
200901CP00046,3/10/2021,Tuesday,Auto traffic signal,T or staggered junction,Slight,51.520075,Darkness - lights lit,City of London,None,-0.097402,1,2,City of London,Wet or damp,Single carriageway,30,20:50,Urban,Raining no high winds,Van / Goods 3.5 tonnes mgw or under
200901CP00047,4/6/2021,Monday,Auto traffic signal,T or staggered junction,Serious,51.511963,Daylight,City of London,None,-0.101775,1,2,City of London,Dry,Dual carriageway,30,18:27,Urban,Fine no high winds,Car
200901CP00048,3/12/2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.509059,Daylight,City of London,None,-0.083594,1,2,City of London,Dry,Dual carriageway,30,11:55,Urban,Fine no high winds,Car
200901CP00049,3/17/2021,Tuesday,Auto traffic signal,T or staggered junction,Slight,51.518081,Daylight,City of London,None,-0.0799,1,2,City of London,Dry,Single carriageway,30,12:07,Urban,Fine no high winds,Car
200901CP00050,3/18/2021,Wednesday,Auto traffic signal,T or staggered junction,Serious,51.510991,Darkness - lights lit,City of London,None,-0.108445,1,2,City of London,Dry,Single carriageway,30,19:00,Urban,Fine no high winds,Car
200901CP00052,3/20/2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.511167,Darkness - lights lit,City of London,None,-0.075002,1,2,City of London,Dry,One way street,30,19:25,Urban,Fine no high winds,Other vehicle
200901CP00053,3/16/2021,Monday,Auto traffic signal,More than 4 arms (not roundabout),Slight,51.510726,Daylight,City of London,None,-0.08655,1,2,City of London,Dry,Dual carriageway,30,7:50,Urban,Fine no high winds,Car
200901CP00054,3/19/2021,Thursday,Auto traffic signal,More than 4 arms (not roundabout),Serious,51.512537,Daylight,City of London,None,-0.092816,1,2,City of London,Dry,Single carriageway,30,9:10,Urban,Fine no high winds,Car
200901CP00055,3/23/2021,Monday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.517955,Daylight,City of London,None,-0.105274,1,1,City of London,Wet or damp,Single carriageway,30,16:30,Urban,Raining no high winds,Car
200901CP00056,3/25/2021,Wednesday,Give way or uncontrolled,Crossroads,Slight,51.511513,Daylight,City of London,None,-0.090697,2,1,City of London,Dry,Single carriageway,30,16:20,Urban,Fine no high winds,Car
200901CP00057,3/20/2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.515648,Daylight,City of London,None,-0.07957,1,2,City of London,Dry,One way street,30,9:30,Urban,Fine no high winds,Car
200901CP00058,3/27/2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.510933,Darkness - lights lit,City of London,None,-0.104844,1,2,City of London,Dry,Single carriageway,30,1:35,Urban,Fine no high winds,Car
200901CP00059,4/1/2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Serious,51.508871,Darkness - lights lit,City of London,None,-0.094122,1,2,City of London,Dry,Single carriageway,30,5:08,Urban,Fine no high winds,Car
200901CP00060,3/30/2021,Monday,Give way or uncontrolled,Roundabout,Slight,51.51719,Darkness - lights lit,City of London,None,-0.096945,1,2,City of London,Dry,Roundabout,30,16:22,Urban,Fine no high winds,Car
200901CP00061,3/19/2021,Thursday,Give way or uncontrolled,T or staggered junction,Serious,51.518883,Daylight,City of London,None,-0.079434,2,1,City of London,Dry,Single carriageway,30,11:19,Urban,Fine no high winds,Car
200901CP00063,3/5/2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.518862,Daylight,Tower Hamlets,None,-0.078137,1,2,Metropolitan Police,Dry,Single carriageway,30,15:05,Urban,Fine no high winds,Car
200901CP00065,4/1/2021,Wednesday,Auto traffic signal,Crossroads,Slight,51.513897,Daylight,City of London,None,-0.104577,1,2,City of London,Dry,Single carriageway,30,9:30,Urban,Fine no high winds,Car
200901CP00066,4/3/2021,Friday,Give way or uncontrolled,Roundabout,Slight,51.517453,Darkness - lights lit,City of London,None,-0.096502,1,2,City of London,Dry,Roundabout,30,22:30,Urban,Fine no high winds,Car
200901CP00067,4/2/2021,Thursday,Auto traffic signal,T or staggered junction,Slight,51.51065,Daylight,City of London,None,-0.092894,1,2,City of London,Dry,Dual carriageway,30,7:57,Urban,Fine no high winds,Car
200901CP00068,4/3/2021,Friday,Auto traffic signal,Crossroads,Slight,51.517239,Daylight,City of London,None,-0.088872,1,2,City of London,Dry,Single carriageway,30,12:00,Urban,Fine no high winds,Car
200901CP00069,4/3/2021,Friday,Auto traffic signal,More than 4 arms (not roundabout),Slight,51.512537,Darkness - lights lit,City of London,None,-0.092816,1,1,City of London,Dry,Dual carriageway,30,23:28,Urban,Fine no high winds,Motorcycle 125cc and under
200901CP00070,4/6/2021,Monday,Give way or uncontrolled,Crossroads,Slight,51.517412,Daylight,City of London,None,-0.082955,2,1,City of London,Dry,Single carriageway,30,11:14,Urban,Fine no high winds,Car
200901CP00071,4/6/2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.517296,Daylight,City of London,None,-0.086851,1,1,City of London,Dry,Single carriageway,30,13:05,Urban,Fine no high winds,Car
200901CP00072,4/28/2021,Tuesday,Auto traffic signal,Crossroads,Slight,51.514076,Daylight,City of London,None,-0.10457,1,2,City of London,Dry,Single carriageway,30,17:25,Urban,Fine no high winds,Car
200901CP00073,4/27/2021,Monday,Auto traffic signal,Crossroads,Slight,51.514072,Daylight,City of London,None,-0.104282,1,2,City of London,Dry,Single carriageway,30,7:35,Urban,Fine no high winds,Car
200901CP00074,4/16/2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.510354,Daylight,City of London,None,-0.091322,1,2,City of London,Wet or damp,Single carriageway,30,17:45,Urban,Fine no high winds,Car
200901CP00075,4/4/2021,Saturday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.517196,Daylight,City of London,None,-0.102855,1,1,City of London,Dry,Single carriageway,30,12:20,Urban,Fine no high winds,Car
200901CP00076,4/29/2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.516007,Daylight,City of London,None,-0.101607,2,2,City of London,Dry,Single carriageway,30,14:25,Urban,Fine no high winds,Motorcycle over 500cc
200901CP00077,4/28/2021,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.509187,Daylight,City of London,None,-0.080418,1,2,City of London,Dry,Dual carriageway,30,11:15,Urban,Fine no high winds,Car
200901CP00082,4/8/2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.517017,Daylight,City of London,None,-0.080809,1,1,City of London,Dry,Single carriageway,30,16:35,Urban,Fine no high winds,Car
200901CP00083,4/7/2021,Tuesday,Auto traffic signal,Crossroads,Slight,51.513988,Daylight,City of London,None,-0.077045,1,1,City of London,Dry,Single carriageway,30,17:30,Urban,Fine no high winds,Goods over 3.5t. and under 7.5t
200901CP00084,4/3/2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Fatal,51.509733,Darkness - lights lit,City of London,None,-0.086304,1,1,City of London,Dry,Single carriageway,30,20:15,Urban,Fine no high winds,Car
200901CP00085,4/10/2021,Friday,Give way or uncontrolled,T or staggered junction,Fatal,51.511648,Daylight,City of London,None,-0.104526,1,2,City of London,Dry,Single carriageway,30,5:30,Urban,Fine no high winds,Car
200901CP00086,4/28/2021,Tuesday,Auto traffic signal,Crossroads,Fatal,51.514574,Daylight,City of London,None,-0.074426,1,1,City of London,Dry,Single carriageway,30,10:45,Urban,Fine no high winds,Car
200901CP00087,4/27/2021,Monday,Give way or uncontrolled,T or staggered junction,Fatal,51.51817,Daylight,City of London,None,-0.113048,2,2,City of London,Wet or damp,Single carriageway,30,9:54,Urban,Raining no high winds,Car
200901CP00088,4/28/2021,Tuesday,Auto traffic signal,Roundabout,Fatal,51.51781,Daylight,City of London,None,-0.107442,1,2,City of London,Dry,Roundabout,30,8:26,Urban,Fine no high winds,Car
200901CP00089,4/21/2021,Tuesday,Give way or uncontrolled,T or staggered junction,Fetal,51.511916,Daylight,City of London,None,-0.087797,1,1,City of London,Dry,Single carriageway,30,9:15,Urban,Fine no high winds,Car
200901CP00091,3/1/2021,Sunday,Auto traffic signal,Crossroads,Fetal,51.511605,Daylight,City of London,None,-0.090837,2,2,City of London,Dry,Single carriageway,30,13:40,Urban,Fine no high winds,Car
200901CP00092,3/2/2021,Monday,Auto traffic signal,T or staggered junction,Fetal,51.511783,Daylight,City of London,None,-0.085209,1,2,City of London,Dry,Single carriageway,30,13:05,Urban,Fine no high winds,Car
200901CP00093,3/11/2021,Wednesday,Give way or uncontrolled,Private drive or entrance,Fetal,51.51055,Daylight,City of London,None,-0.092322,1,2,City of London,Dry,Dual carriageway,30,19:25,Urban,Fine no high winds,Car
200901CP00095,3/30/2021,Monday,Auto traffic signal,Crossroads,Fetal,51.514076,Daylight,City of London,None,-0.10457,1,2,City of London,Dry,Single carriageway,30,6:34,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over
200901CP00096,5/7/2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Fetal,51.51737,Daylight,City of London,None,-0.108036,1,2,City of London,Dry,Single carriageway,30,8:45,Urban,Fine no high winds,Car
200901CP00097,5/12/2021,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Fetal,51.511152,Daylight,City of London,None,-0.074138,1,2,City of London,Dry,Single carriageway,30,9:46,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200901CP00098,5/12/2021,Tuesday,Auto traffic signal,Crossroads,Fetal,51.516348,Daylight,City of London,None,-0.083864,2,1,City of London,Dry,Dual carriageway,30,18:05,Urban,Fine no high winds,Car
200901CP00099,5/12/2021,Tuesday,Give way or uncontrolled,T or staggered junction,Fetal,51.515333,Daylight,City of London,None,-0.082321,1,2,City of London,Dry,Single carriageway,30,20:10,Urban,Fine no high winds,Car
200901CP00100,5/5/2021,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.519905,Daylight,City of London,None,-0.097985,1,1,City of London,Wet or damp,Single carriageway,30,8:26,Urban,Raining no high winds,Car
200901CP00101,5/7/2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.513502,Daylight,City of London,None,-0.091334,2,1,City of London,Dry,Single carriageway,30,17:46,Urban,Fine no high winds,Motorcycle over 500cc
200901CP00102,5/8/2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.511957,Daylight,City of London,None,-0.095866,1,2,City of London,Wet or damp,Single carriageway,30,10:05,Urban,Raining no high winds,Car
200901CP00103,5/8/2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.514123,Daylight,City of London,None,-0.10745,1,2,City of London,Wet or damp,Single carriageway,30,9:00,Urban,Raining no high winds,Goods 7.5 tonnes mgw and over
200901CP00104,5/8/2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.517142,Daylight,City of London,None,-0.088443,1,1,City of London,Wet or damp,Single carriageway,30,12:45,Urban,Raining no high winds,Car
200901CP00105,5/28/2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.512042,Daylight,City of London,None,-0.095575,1,2,City of London,Dry,Single carriageway,30,16:30,Urban,Fine no high winds,Car
200901CP00106,5/7/2021,Thursday,Auto traffic signal,T or staggered junction,Serious,51.511998,Daylight,City of London,None,-0.103935,1,2,City of London,Dry,Single carriageway,30,5:50,Urban,Fine no high winds,Car
200901CP00107,5/20/2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.511975,Darkness - lights lit,City of London,None,-0.080445,2,2,City of London,Dry,Single carriageway,30,21:27,Urban,Fine no high winds,Car
200901CP00108,5/15/2021,Friday,Auto traffic signal,Crossroads,Slight,51.516137,Daylight,City of London,None,-0.081999,1,2,City of London,Dry,Dual carriageway,30,18:00,Urban,Fine no high winds,Car
200901CP00109,5/21/2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.51343,Daylight,City of London,None,-0.081392,2,1,City of London,Dry,Single carriageway,30,8:31,Urban,Fine no high winds,Car
200901CP00110,5/21/2021,Thursday,Auto traffic signal,T or staggered junction,Slight,51.51209,Daylight,City of London,None,-0.104076,1,2,City of London,Dry,Dual carriageway,30,15:18,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200901CP00111,5/21/2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.516263,Daylight,City of London,None,-0.084156,1,2,City of London,Dry,Dual carriageway,30,9:00,Urban,Fine no high winds,Car
200901CP00112,5/20/2021,Wednesday,Auto traffic signal,T or staggered junction,Slight,51.513698,Daylight,City of London,None,-0.092335,1,1,City of London,Dry,Single carriageway,30,11:50,Urban,Fine no high winds,Car
200901CP00114,5/29/2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.518796,Daylight,City of London,None,-0.079581,1,2,City of London,Dry,Single carriageway,30,10:20,Urban,Fine no high winds,Car
200901CP00117,5/22/2021,Friday,Auto traffic signal,More than 4 arms (not roundabout),Fatal,51.513372,Daylight,City of London,None,-0.088889,1,1,City of London,Dry,Single carriageway,30,18:45,Urban,Fine no high winds,Car
200901CP00118,5/21/2021,Thursday,Auto traffic signal,T or staggered junction,Fatal,51.514107,Daylight,City of London,None,-0.106442,1,2,City of London,Dry,Single carriageway,30,8:15,Urban,Fine no high winds,Car
200901CP00119,5/28/2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Fatal,51.52112,Daylight,Hackney,None,-0.078763,1,2,Metropolitan Police,Dry,Single carriageway,30,8:30,Urban,Fine no high winds,Car
200901CP00120,5/30/2021,Saturday,Auto traffic signal,Crossroads,Fatal,51.520073,Daylight,City of London,None,-0.097258,2,1,City of London,Dry,Dual carriageway,30,10:36,Urban,Fine no high winds,Car
200901CP00121,5/16/2021,Saturday,Give way or uncontrolled,T or staggered junction,Fatal,51.511557,Daylight,City of London,None,-0.082336,1,2,City of London,Dry,Single carriageway,30,19:45,Urban,Fine no high winds,Car
200901CP00123,5/19/2021,Tuesday,Auto traffic signal,Crossroads,Fatal,51.509812,Daylight,Tower Hamlets,None,-0.074627,1,2,Metropolitan Police,Dry,Dual carriageway,30,7:44,Urban,Fine no high winds,Car
200901CP00124,5/19/2021,Tuesday,Auto traffic signal,More than 4 arms (not roundabout),Fetal,51.512624,Daylight,City of London,None,-0.092668,1,1,City of London,Dry,Single carriageway,30,15:59,Urban,Fine no high winds,Car
200901CP00126,5/16/2021,Saturday,Give way or uncontrolled,Roundabout,Fetal,51.517637,Daylight,City of London,None,-0.096783,1,2,City of London,Dry,Roundabout,30,14:00,Urban,Fine no high winds,Car
200901CP00127,5/26/2021,Tuesday,Auto traffic signal,T or staggered junction,Fetal,51.518171,Daylight,City of London,None,-0.079896,1,2,City of London,Wet or damp,Dual carriageway,30,9:15,Urban,Raining no high winds,Motorcycle over 125cc and up to 500cc
200901CP00128,5/15/2021,Friday,Give way or uncontrolled,T or staggered junction,Fetal,51.511322,Daylight,City of London,None,-0.089984,1,2,City of London,Dry,Dual carriageway,30,17:10,Urban,Fine no high winds,Agricultural vehicle
200901CP00129,5/15/2021,Friday,Auto traffic signal,Crossroads,Fetal,51.518229,Daylight,Camden,None,-0.10555,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,6:55,Urban,,Car
200901CP00131,5/14/2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Fetal,51.520255,Daylight,City of London,None,-0.097394,1,2,City of London,Dry,Dual carriageway,30,8:40,Urban,Fine no high winds,Car
200901CP00132,5/13/2021,Wednesday,Auto traffic signal,T or staggered junction,Fetal,51.511131,Daylight,City of London,None,-0.072842,1,1,City of London,Dry,One way street,30,17:39,Urban,Fine no high winds,Car
200901CP00133,5/13/2021,Wednesday,Auto traffic signal,More than 4 arms (not roundabout),Fetal,51.513464,Daylight,City of London,None,-0.08903,1,1,City of London,Dry,Single carriageway,30,8:55,Urban,Fine no high winds,Car
200901CP00134,6/2/2021,Tuesday,Give way or uncontrolled,T or staggered junction,Fetal,51.510968,Daylight,City of London,None,-0.079334,1,2,City of London,Dry,One way street,30,18:58,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over
200901CP00135,6/8/2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.510652,Daylight,City of London,None,-0.093038,1,2,City of London,Dry,Dual carriageway,30,12:41,Urban,Fine no high winds,Car
200901CP00136,6/8/2021,Monday,Give way or uncontrolled,T or staggered junction,Serious,51.511708,Daylight,City of London,None,-0.097174,2,1,City of London,Dry,Single carriageway,30,18:55,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200901CP00137,6/11/2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.513208,Daylight,City of London,None,-0.073331,1,1,City of London,Dry,Single carriageway,30,8:00,Urban,Fine no high winds,Car
200901CP00138,6/26/2021,Friday,Auto traffic signal,T or staggered junction,Slight,51.513522,Daylight,City of London,None,-0.076056,2,1,City of London,Dry,Single carriageway,30,17:14,Urban,Fine no high winds,Car
200901CP00139,6/17/2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.511986,Daylight,City of London,None,-0.103215,1,2,City of London,Dry,Dual carriageway,30,7:04,Urban,Fine no high winds,Car
200901CP00140,6/14/2021,Sunday,Auto traffic signal,T or staggered junction,Slight,51.515429,Darkness - lights lit,City of London,None,-0.104802,1,3,City of London,Dry,Single carriageway,30,3:00,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200901CP00141,6/29/2021,Monday,Give way or uncontrolled,Roundabout,Slight,51.517188,Daylight,City of London,None,-0.096801,1,2,City of London,Dry,Roundabout,30,13:55,Urban,Fine no high winds,Car
200901CP00142,6/1/2021,Monday,Give way or uncontrolled,Crossroads,Serious,51.517327,Daylight,City of London,None,-0.083247,1,1,City of London,Dry,Single carriageway,30,13:43,Urban,Fine no high winds,Car
200901CP00143,6/3/2021,Wednesday,Auto traffic signal,T or staggered junction,Serious,51.510984,Daylight,City of London,None,-0.102392,3,4,City of London,Dry,Dual carriageway,30,7:20,Urban,Fine no high winds,Car
200901CP00144,6/4/2021,Thursday,Give way or uncontrolled,Crossroads,Serious,51.51049,Daylight,City of London,None,-0.083101,1,1,City of London,Dry,Single carriageway,30,8:40,Urban,Fine no high winds,Car
200901CP00145,6/4/2021,Thursday,Auto traffic signal,Crossroads,Slight,51.517239,Daylight,City of London,None,-0.088872,1,2,City of London,Dry,Single carriageway,30,19:15,Urban,Fine no high winds,Car
200901CP00146,6/5/2021,Friday,Auto traffic signal,More than 4 arms (not roundabout),Slight,51.512288,Darkness - lights lit,City of London,None,-0.094123,1,2,City of London,Dry,Single carriageway,30,21:30,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over
200901CP00147,6/5/2021,Friday,Give way or uncontrolled,T or staggered junction,Serious,51.517387,Daylight,City of London,None,-0.103567,1,2,City of London,Dry,Single carriageway,30,16:15,Urban,Fine no high winds,Car
200901CP00148,6/10/2021,Wednesday,Auto traffic signal,T or staggered junction,Slight,51.509759,Darkness - lights lit,City of London,None,-0.087888,1,2,City of London,Wet or damp,Dual carriageway,30,23:53,Urban,Raining no high winds,Car
200901CP00149,6/4/2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.511439,Daylight,City of London,None,-0.097185,1,2,City of London,Dry,Single carriageway,30,14:10,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200901CP00150,6/10/2021,Wednesday,Give way or uncontrolled,Roundabout,Slight,51.517545,Daylight,City of London,None,-0.107741,1,2,City of London,Dry,Single carriageway,30,10:40,Urban,Fine no high winds,Motorcycle over 125cc and up to 500cc
200901CP00151,6/11/2021,Thursday,Auto traffic signal,Crossroads,Slight,51.519988,Darkness - lights lit,City of London,None,-0.097549,1,2,City of London,Dry,Dual carriageway,30,21:30,Urban,Fine no high winds,Car
200901CP00152,6/12/2021,Friday,Give way or uncontrolled,Roundabout,Slight,51.517538,Daylight,City of London,None,-0.107309,1,2,City of London,Dry,Single carriageway,30,8:30,Urban,Fine no high winds,Car
200901CP00153,6/12/2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.517812,Daylight,City of London,None,-0.079911,1,1,City of London,Dry,Single carriageway,30,18:45,Urban,Fine no high winds,Goods over 3.5t. and under 7.5t
200901CP00154,6/12/2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.512454,Daylight,City of London,None,-0.104349,1,2,City of London,Dry,Dual carriageway,30,16:44,Urban,Fine no high winds,Agricultural vehicle
200901CP00155,6/14/2021,Sunday,Auto traffic signal,T or staggered junction,Serious,51.512993,Daylight,City of London,None,-0.104326,2,3,City of London,Dry,Single carriageway,30,9:00,Urban,Fine no high winds,Car
200901CP00156,6/15/2021,Monday,Auto traffic signal,Crossroads,Serious,51.511605,Daylight,City of London,None,-0.090837,1,2,City of London,Dry,Single carriageway,30,8:04,Urban,Fine no high winds,Car
200901CP00159,6/2/2021,Tuesday,Give way or uncontrolled,T or staggered junction,Serious,51.514107,Daylight,City of London,None,-0.106442,1,2,City of London,Dry,Single carriageway,30,7:00,Urban,Fine no high winds,Car
200901CP00160,6/16/2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.518452,Daylight,City of London,None,-0.102658,1,1,City of London,Wet or damp,Single carriageway,30,17:10,Urban,Fine no high winds,Car
200901CP00162,6/16/2021,Tuesday,Auto traffic signal,Crossroads,Slight,51.51613,Darkness - lights lit,City of London,None,-0.081567,1,2,City of London,Dry,Dual carriageway,30,22:34,Urban,Fine no high winds,Car
